Chile,,,86,12,,,,Michael Schachner
Spain,,,86,16,,,,Michael Schachner
France,,,86,11,,,,Roger Voss
Australia,,,86,20,,,,Joe Czerwinski
US,,,86,24,,,,Virginie Boone
Germany,,,86,10,,,,Anna Lee C. Iijima
US,,,86,20,,,,Sean P. Sullivan
US,,,86,55,,,,Virginie Boone
Italy,,,86,29,,,,Kerin O’Keefe
Italy,,,88,19,,,,Kerin O’Keefe
US,,,88,23,,,,Virginie Boone
US,,,88,18,,,,Virginie Boone
US,,,88,55,,,,Virginie Boone
Austria,,,88,12,,,,Anne Krebiehl MW
US,,,88,22,,,,Sean P. Sullivan
France,,,88,20,,,,Roger Voss
France,,,88,18,,,,Roger Voss
US,,,88,20,,,,Anna Lee C. Iijima
Italy,,,88,30,,,,Kerin O’Keefe
US,,,88,75,,,,Virginie Boone
US,,,88,18,,,,Anna Lee C. Iijima
US,,,87,20,,,,Anna Lee C. Iijima
US,,,87,20,,,,Anna Lee C. Iijima
Chile,,,87,18,,,,Michael Schachner
Italy,,,87,16,,,,Kerin O’Keefe
Italy,,,87,14,,,,Kerin O’Keefe
Italy,,,87,30,,,,Kerin O’Keefe
Italy,,,87,18,,,,Kerin O’Keefe
US,,,87,26,,,,Matt Kettmann
Italy,,,87,30,,,,Kerin O’Keefe
France,,,87,23,,,,Roger Voss
US,,,87,85,,,,Virginie Boone
Italy,,,87,15,,,,Kerin O’Keefe
Italy,,,87,19,,,,Kerin O’Keefe
US,,,87,18,,,,Matt Kettmann
US,,,87,18,,,,Matt Kettmann
US,,,87,25,,,,Matt Kettmann
US,,,87,44,,,,Matt Kettmann
Italy,,,87,80,,,,Kerin O’Keefe
France,,,92,80,,,,
Italy,,,92,70,,,,
US,,,92,36,,,,
US,,,92,39,,,,
Australia,,,92,40,,,,Joe Czerwinski
US,,,92,45,,,,
South Africa,,,91,45,,,,Roger Voss
France,,,91,48,,,,
France,,,91,13,,,,
France,,,91,17,,,,
South Africa,,,91,25,,,,
Italy,,,91,70,,,,
France,,,91,20,,,,
South Africa,,,91,30,,,,Roger Voss
Italy,,,91,68,,,,
US,,,91,78,,,,
Italy,,,91,60,,,,
France,,,91,50,,,,Joe Czerwinski
South Africa,,,90,,,,,Roger Voss
France,,,90,10,,,,
France,,,90,112,,,,
Italy,,,90,26,,,,
Italy,,,90,45,,,,
US,,,90,17,,,,
France,,,90,84,,,,
US,,,91,85,,,,Virginie Boone
US,,,91,64,,,,Matt Kettmann
US,,,91,68,,,,Matt Kettmann
US,,,91,68,,,,Matt Kettmann
Germany,,,91,16,,,,Anna Lee C. Iijima
US,,,91,35,,,,Matt Kettmann
US,,,91,25,,,,Virginie Boone
Portugal,,,91,30,,,,Roger Voss
US,,,91,55,,,,Matt Kettmann
US,,,91,46,,,,Matt Kettmann
Spain,,,91,50,,,,Michael Schachner
US,,,91,36,,,,Matt Kettmann
Germany,,,91,14,,,,Anna Lee C. Iijima
Portugal,,,91,26,,,,Roger Voss
Italy,,,91,38,,,,Kerin O’Keefe
Italy,,,91,,,,,Kerin O’Keefe
France,,,91,35,,,,Roger Voss
US,,,91,35,,,,Matt Kettmann
US,,,91,28,,,,Matt Kettmann
France,,,91,,,,,Roger Voss
Chile,,,91,29,,,,Michael Schachner
Chile,,,91,32,,,,Michael Schachner
France,,,91,25,,,,Roger Voss
US,,,91,28,,,,Matt Kettmann
US,,,91,95,,,,Virginie Boone
US,,,91,44,,,,Virginie Boone
Germany,,,91,30,,,,Anna Lee C. Iijima
Germany,,,91,22,,,,Anna Lee C. Iijima
Chile,,,91,20,,,,Michael Schachner
US,,,91,38,,,,Paul Gregutt
New Zealand,,,88,19,,,,Joe Czerwinski
Italy,,,88,25,,,,
Chile,,,88,50,,,,Michael Schachner
Italy,,,88,22,,,,
US,,,88,25,,,,
France,,,88,27,,,,Roger Voss
US,,,88,23,,,,
US,,,88,36,,,,
Italy,,,88,,,,,
Argentina,,,88,12,,,,Michael Schachner
US,,,88,35,,,,
Chile,,,88,15,,,,Michael Schachner
US,,,88,40,,,,
Italy,,,88,48,,,,
Chile,,,88,11,,,,Michael Schachner
Chile,,,87,11,,,,Michael Schachner
Italy,,,87,26,,,,
Australia,,,87,30,,,,Joe Czerwinski
Italy,,,87,20,,,,
France,,,87,35,,,,Roger Voss
Italy,,,87,,,,,
Italy,,,87,35,,,,
Italy,,,87,18,,,,
South Africa,,,90,23,,,,Lauren Buzzeo
US,,,90,60,,,,Virginie Boone
US,,,90,28,,,,Jim Gordon
Italy,,,90,,,,,Kerin O’Keefe
Italy,,,90,62,,,,Kerin O’Keefe
Israel,,,90,50,,,,Mike DeSimone
Portugal,,,90,28,,,,Roger Voss
US,,,90,30,,,,Matt Kettmann
US,,,90,25,,,,Matt Kettmann
US,,,90,25,,,,Virginie Boone
US,,,90,32,,,,Virginie Boone
South Africa,,,90,40,,,,Lauren Buzzeo
France,,,90,16,,,,Joe Czerwinski
South Africa,,,90,20,,,,Lauren Buzzeo
France,,,90,32,,,,Joe Czerwinski
Spain,,,90,40,,,,Michael Schachner
US,,,90,48,,,,Matt Kettmann
US,,,90,36,,,,Virginie Boone
Israel,,,90,80,,,,Mike DeSimone
Italy,,,90,57,,,,Kerin O’Keefe
Portugal,,,90,20,,,,Roger Voss
US,,,90,20,,,,Virginie Boone
Hungary,,,90,36,,,,Jeff Jenssen
US,,,90,40,,,,Virginie Boone
Italy,,,90,40,,,,Kerin O’Keefe
Italy,,,90,,,,,Kerin O’Keefe
Italy,,,90,,,,,Kerin O’Keefe
Argentina,,,90,22,,,,Michael Schachner
South Africa,,,90,25,,,,Lauren Buzzeo
South Africa,,,90,20,,,,Lauren Buzzeo
US,,,85,15,,,,
US,,,85,14,,,,
US,,,85,18,,,,
US,,,85,16,,,,Susan Kostrzewa
Argentina,,,85,10,,,,Michael Schachner
Australia,,,85,12,,,,
US,,,85,28,,,,Paul Gregutt
Italy,,,85,10,,,,
US,,,85,49,,,,
US,,,85,85,,,,
Italy,,,85,18,,,,
Australia,,,85,29,,,,Joe Czerwinski
US,,,85,36,,,,
France,,,85,9,,,,Roger Voss
US,,,85,34,,,,
US,,,85,15,,,,
US,,,85,30,,,,
Spain,,,85,13,,,,Michael Schachner
Argentina,,,85,12,,,,Michael Schachner
Australia,,,85,15,,,,
US,,,85,25,,,,
US,,,85,45,,,,Paul Gregutt
US,,,85,18,,,,
US,,,85,49,,,,
US,,,85,22,,,,Paul Gregutt
US,,,85,35,,,,
Argentina,,,85,15,,,,Michael Schachner
US,,,89,45,,,,
US,,,89,55,,,,Virginie Boone
South Africa,,,89,20,,,,Lauren Buzzeo
South Africa,,,89,18,,,,Lauren Buzzeo
South Africa,,,89,35,,,,Lauren Buzzeo
France,,,89,13,,,,Roger Voss
US,,,89,40,,,,Paul Gregutt
Argentina,,,89,37,,,,Michael Schachner
US,,,89,39,,,,Virginie Boone
US,,,89,60,,,,
South Africa,,,89,19,,,,Lauren Buzzeo
South Africa,,,89,40,,,,Lauren Buzzeo
Argentina,,,89,14,,,,Michael Schachner
Italy,,,89,40,,,,
Italy,,,89,36,,,,
Austria,,,89,17,,,,Roger Voss
Italy,,,89,25,,,,
Greece,,,89,15,,,,Susan Kostrzewa
Italy,,,89,26,,,,
Argentina,,,89,19,,,,Michael Schachner
Italy,,,89,13,,,,
Argentina,,,89,30,,,,Michael Schachner
US,,,89,20,,,,
US,,,89,30,,,,
US,,,89,50,,,,Paul Gregutt
Italy,,,89,52,,,,
Austria,,,92,24,,,,Roger Voss
US,,,92,34,,,,
Italy,,,92,41,,,,Kerin O’Keefe
US,,,92,52,,,,Paul Gregutt
Argentina,,,92,215,,,,Michael Schachner
Austria,,,92,,,,,Roger Voss
US,,,92,60,,,,
Spain,,,92,40,,,,Michael Schachner
Austria,,,92,,,,,Roger Voss
US,,,92,125,,,,
France,,,92,,,,,Roger Voss
Italy,,,92,,,,,Kerin O’Keefe
France,,,92,45,,,,Roger Voss
Australia,,,92,70,,,,Joe Czerwinski
Argentina,,,92,30,,,,Michael Schachner
US,,,87,35,,,,
Chile,,,87,20,,,,Michael Schachner
US,,,87,15,,,,
Chile,,,87,19,,,,Michael Schachner
Italy,,,87,,,,,
US,,,87,28,,,,
US,,,87,14,,,,Paul Gregutt
Italy,,,87,,,,,
Italy,,,87,56,,,,
Italy,,,87,,,,,
US,,,87,24,,,,Virginie Boone
Romania,,,87,7,,,,Anna Lee C. Iijima
France,,,87,30,,,,Roger Voss
Greece,,,87,18,,,,Susan Kostrzewa
Italy,,,87,20,,,,
Italy,,,87,18,,,,
New Zealand,,,87,18,,,,Joe Czerwinski
US,,,87,40,,,,
Italy,,,87,,,,,
US,,,87,28,,,,
Italy,,,86,15,,,,
France,,,86,,,,,Roger Voss
France,,,86,,,,,Roger Voss
Chile,,,86,18,,,,Michael Schachner
Italy,,,86,20,,,,
Italy,,,86,22,,,,
Italy,,,86,16,,,,
Italy,,,86,18,,,,
Chile,,,86,35,,,,Michael Schachner
Italy,,,86,12,,,,
US,,,86,11,,,,Susan Kostrzewa
Italy,,,86,15,,,,
Chile,,,86,18,,,,Michael Schachner
US,,,86,16,,,,
US,,,86,34,,,,
US,,,86,40,,,,
Chile,,,86,15,,,,Michael Schachner
Italy,,,86,19,,,,
Italy,,,86,18,,,,
France,,,86,42,,,,Roger Voss
Italy,,,86,15,,,,
Chile,,,83,35,,,,Michael Schachner
France,,,83,16,,,,Lauren Buzzeo
France,,,82,11,,,,Roger Voss
Spain,,,82,13,,,,Michael Schachner
France,,,82,18,,,,Anne Krebiehl MW
US,,,82,48,,,,Virginie Boone
Spain,,,82,11,,,,Michael Schachner
Chile,,,81,20,,,,Michael Schachner
Chile,,,80,19,,,,Michael Schachner
Australia,,,100,350,,,,Joe Czerwinski
Australia,,,98,350,,,,Joe Czerwinski
Germany,,,97,775,,,,Anna Lee C. Iijima
Australia,,,97,100,,,,Joe Czerwinski
Australia,,,97,225,,,,Joe Czerwinski
Italy,,,97,150,,,,Kerin O’Keefe
Hungary,,,96,320,,,,Jeff Jenssen
US,,,96,68,,,,Virginie Boone
France,,,96,630,,,,Roger Voss
Germany,,,96,365,,,,Anna Lee C. Iijima
US,,,96,68,,,,Virginie Boone
Australia,,,95,85,,,,Joe Czerwinski
France,,,95,350,,,,Roger Voss
Germany,,,95,66,,,,Anna Lee C. Iijima
France,,,95,110,,,,Roger Voss
Australia,,,95,125,,,,Joe Czerwinski
Italy,,,95,60,,,,Kerin O’Keefe
US,,,95,200,,,,Virginie Boone
France,,,95,380,,,,Roger Voss
US,,,95,48,,,,Paul Gregutt
Australia,,,95,60,,,,Joe Czerwinski
Italy,,,88,21,,,,Joe Czerwinski
Chile,,,88,10,,,,Michael Schachner
Italy,,,88,11,,,,Joe Czerwinski
Italy,,,88,21,,,,Joe Czerwinski
US,,,88,160,,,,
Italy,,,88,23,,,,Roger Voss
Italy,,,88,10,,,,Roger Voss
Italy,,,88,15,,,,Roger Voss
US,,,88,19,,,,
Italy,,,88,40,,,,
Italy,,,88,18,,,,Roger Voss
Greece,,,88,,,,,Roger Voss
Mexico,,,88,18,,,,
Italy,,,88,15,,,,Joe Czerwinski
Chile,,,88,12,,,,Michael Schachner
Italy,,,88,11,,,,Joe Czerwinski
Chile,,,88,15,,,,Michael Schachner
Italy,,,88,9,,,,Joe Czerwinski
Italy,,,88,30,,,,Roger Voss
US,,,88,18,,,,
US,,,88,34,,,,
US,,,88,17,,,,
US,,,88,25,,,,Roger Voss
Italy,,,88,15,,,,Joe Czerwinski
Chile,,,88,12,,,,Michael Schachner
Chile,,,88,14,,,,Michael Schachner
US,,,87,12,,,,
Chile,,,87,11,,,,Michael Schachner
Chile,,,87,12,,,,Michael Schachner
Italy,,,87,,,,,Roger Voss
US,,,85,16,,,,
Chile,,,85,15,,,,Michael Schachner
Chile,,,85,13,,,,Michael Schachner
Italy,,,85,24,,,,
Italy,,,85,13,,,,
Italy,,,85,19,,,,
Chile,,,85,11,,,,Michael Schachner
US,,,85,15,,,,
US,,,85,45,,,,
Italy,,,85,19,,,,
France,,,85,30,,,,Roger Voss
Chile,,,85,14,,,,Michael Schachner
Italy,,,85,15,,,,
US,,,85,20,,,,Susan Kostrzewa
US,,,85,20,,,,Susan Kostrzewa
US,,,85,12,,,,
Italy,,,85,20,,,,
Italy,,,85,13,,,,
Italy,,,85,16,,,,
US,,,85,14,,,,Susan Kostrzewa
Italy,,,85,14,,,,
Italy,,,85,,,,,
Austria,,,85,,,,,Roger Voss
France,,,89,20,,,,Roger Voss
France,,,89,,,,,Roger Voss
US,,,89,30,,,,Sean P. Sullivan
US,,,89,20,,,,Sean P. Sullivan
Austria,,,89,23,,,,Anne Krebiehl MW
US,,,89,30,,,,Jim Gordon
US,,,89,18,,,,Anna Lee C. Iijima
Spain,,,89,18,,,,Michael Schachner
US,,,89,35,,,,Anna Lee C. Iijima
Austria,,,89,17,,,,Anne Krebiehl MW
US,,,89,42,,,,Sean P. Sullivan
US,,,89,30,,,,Matt Kettmann
US,,,89,24,,,,Matt Kettmann
US,,,89,16,,,,Sean P. Sullivan
US,,,89,27,,,,Jim Gordon
Italy,,,89,89,,,,Kerin O’Keefe
Austria,,,89,,,,,Anne Krebiehl MW
Italy,,,89,15,,,,Kerin O’Keefe
US,,,89,54,,,,Virginie Boone
Spain,,,89,15,,,,Michael Schachner
Spain,,,89,42,,,,Michael Schachner
US,,,89,38,,,,Sean P. Sullivan
Austria,,,89,12,,,,Anne Krebiehl MW
US,,,89,35,,,,Anna Lee C. Iijima
US,,,88,32,,,,Virginie Boone
Austria,,,88,12,,,,Anne Krebiehl MW
Italy,,,88,28,,,,Kerin O’Keefe
US,,,88,20,,,,Matt Kettmann
France,,,88,14,,,,Roger Voss
France,,,88,19,,,,Joe Czerwinski
Italy,,,92,39,,,,Kerin O’Keefe
France,,,92,,,,,Roger Voss
Italy,,,92,35,,,,Kerin O’Keefe
France,,,92,,,,,Roger Voss
France,,,92,69,,,,Roger Voss
Canada,,,92,30,,,,Sean P. Sullivan
US,,,92,40,,,,
US,,,92,23,,,,Virginie Boone
US,,,92,45,,,,
Italy,,,92,50,,,,Kerin O’Keefe
France,,,92,100,,,,Roger Voss
US,,,92,50,,,,Paul Gregutt
US,,,92,29,,,,Paul Gregutt
France,,,92,66,,,,Roger Voss
France,,,92,60,,,,Roger Voss
Germany,,,92,115,,,,Anna Lee C. Iijima
Italy,,,92,69,,,,Kerin O’Keefe
France,,,92,,,,,Roger Voss
US,,,92,65,,,,Paul Gregutt
Germany,,,92,42,,,,Anna Lee C. Iijima
Germany,,,92,27,,,,Anna Lee C. Iijima
France,,,92,70,,,,Roger Voss
France,,,92,73,,,,Roger Voss
France,,,92,72,,,,Roger Voss
Portugal,,,92,34,,,,Roger Voss
France,,,92,,,,,Roger Voss
US,,,92,130,,,,
US,,,92,88,,,,
France,,,92,65,,,,Roger Voss
France,,,92,,,,,Roger Voss
Italy,,,87,15,,,,
US,,,87,45,,,,Paul Gregutt
Italy,,,87,18,,,,
US,,,87,60,,,,
South Africa,,,87,12,,,,Lauren Buzzeo
South Africa,,,87,12,,,,Lauren Buzzeo
France,,,87,13,,,,Joe Czerwinski
US,,,87,13,,,,
Italy,,,87,15,,,,
Italy,,,87,18,,,,
Italy,,,87,13,,,,
Spain,,,87,19,,,,Michael Schachner
Austria,,,87,18,,,,Roger Voss
US,,,87,30,,,,Paul Gregutt
US,,,87,35,,,,Paul Gregutt
US,,,87,12,,,,Anna Lee C. Iijima
US,,,87,18,,,,Virginie Boone
Spain,,,87,25,,,,Michael Schachner
US,,,87,30,,,,Virginie Boone
US,,,87,17,,,,
France,,,87,20,,,,Roger Voss
Spain,,,87,11,,,,Michael Schachner
US,,,87,15,,,,Virginie Boone
Austria,,,87,18,,,,Roger Voss
US,,,87,19,,,,
France,,,87,15,,,,Joe Czerwinski
Spain,,,87,16,,,,Michael Schachner
Italy,,,87,12,,,,
US,,,87,28,,,,Paul Gregutt
US,,,87,28,,,,Paul Gregutt
US,,,91,65,,,,Virginie Boone
US,,,91,48,,,,Matt Kettmann
France,,,91,70,,,,Roger Voss
France,,,91,59,,,,Roger Voss
US,,,91,90,,,,Virginie Boone
Chile,,,91,35,,,,Michael Schachner
US,,,91,75,,,,Virginie Boone
US,,,91,55,,,,Virginie Boone
US,,,91,55,,,,Virginie Boone
France,,,91,60,,,,Roger Voss
US,,,91,36,,,,Jim Gordon
US,,,91,35,,,,Matt Kettmann
US,,,91,35,,,,Matt Kettmann
US,,,91,55,,,,Paul Gregutt
US,,,91,65,,,,Paul Gregutt
US,,,91,35,,,,Sean P. Sullivan
US,,,91,49,,,,Matt Kettmann
US,,,91,55,,,,Paul Gregutt
Germany,,,91,30,,,,Anna Lee C. Iijima
France,,,91,42,,,,Roger Voss
US,,,91,45,,,,Virginie Boone
Chile,,,91,24,,,,Michael Schachner
US,,,91,50,,,,Paul Gregutt
US,,,91,50,,,,Paul Gregutt
US,,,91,50,,,,Paul Gregutt
US,,,91,38,,,,Matt Kettmann
Germany,,,91,22,,,,Anna Lee C. Iijima
US,,,91,50,,,,Sean P. Sullivan
US,,,91,110,,,,Virginie Boone
US,,,91,45,,,,Paul Gregutt
US,,,93,42,,,,Matt Kettmann
US,,,93,60,,,,Matt Kettmann
US,,,93,42,,,,Matt Kettmann
Italy,,,93,30,,,,Kerin O’Keefe
US,,,93,75,,,,Virginie Boone
US,,,93,54,,,,Matt Kettmann
US,,,93,85,,,,Virginie Boone
US,,,93,50,,,,Virginie Boone
US,,,93,150,,,,Matt Kettmann
US,,,93,85,,,,Virginie Boone
Italy,,,93,90,,,,Kerin O’Keefe
US,,,93,35,,,,Virginie Boone
US,,,93,46,,,,Virginie Boone
France,,,93,20,,,,Roger Voss
Argentina,,,93,42,,,,Michael Schachner
France,,,93,40,,,,Roger Voss
US,,,93,75,,,,Sean P. Sullivan
Spain,,,93,88,,,,Michael Schachner
US,,,93,40,,,,Matt Kettmann
US,,,93,25,,,,Jim Gordon
US,,,93,48,,,,Virginie Boone
US,,,93,45,,,,Virginie Boone
US,,,93,50,,,,Jim Gordon
US,,,93,65,,,,Virginie Boone
US,,,93,48,,,,Matt Kettmann
US,,,93,62,,,,Matt Kettmann
US,,,93,100,,,,Matt Kettmann
US,,,93,53,,,,Virginie Boone
Argentina,,,93,55,,,,Michael Schachner
US,,,93,70,,,,Virginie Boone
US,,,89,38,,,,Sean P. Sullivan
US,,,89,50,,,,Sean P. Sullivan
US,,,89,25,,,,Jim Gordon
Italy,,,89,15,,,,Kerin O’Keefe
France,,,89,14,,,,Roger Voss
France,,,89,11,,,,Joe Czerwinski
France,,,89,14,,,,Roger Voss
France,,,89,37,,,,Roger Voss
US,,,89,17,,,,Anna Lee C. Iijima
France,,,89,15,,,,Roger Voss
US,,,89,13,,,,Jim Gordon
US,,,89,18,,,,Sean P. Sullivan
US,,,89,26,,,,Sean P. Sullivan
US,,,89,18,,,,Sean P. Sullivan
US,,,89,32,,,,Matt Kettmann
Austria,,,89,18,,,,Anne Krebiehl MW
US,,,89,25,,,,Sean P. Sullivan
Austria,,,89,18,,,,Anne Krebiehl MW
Austria,,,89,20,,,,Anne Krebiehl MW
US,,,89,18,,,,Jim Gordon
Austria,,,89,,,,,Anne Krebiehl MW
US,,,89,17,,,,Matt Kettmann
Austria,,,89,13,,,,Anne Krebiehl MW
US,,,89,41,,,,Sean P. Sullivan
Austria,,,89,16,,,,Anne Krebiehl MW
France,,,89,20,,,,Joe Czerwinski
US,,,89,30,,,,Sean P. Sullivan
Greece,,,89,13,,,,Susan Kostrzewa
Austria,,,89,24,,,,Anne Krebiehl MW
US,,,89,36,,,,Matt Kettmann
US,,,87,20,,,,
Italy,,,87,19,,,,
Mexico,,,87,15,,,,Michael Schachner
US,,,87,69,,,,
US,,,87,36,,,,Anna Lee C. Iijima
Spain,,,87,35,,,,Michael Schachner
Argentina,,,87,30,,,,Michael Schachner
US,,,87,25,,,,Sean P. Sullivan
US,,,87,25,,,,Sean P. Sullivan
Portugal,,,87,15,,,,Roger Voss
US,,,87,20,,,,Paul Gregutt
US,,,87,17,,,,
US,,,87,54,,,,
US,,,87,40,,,,
Portugal,,,87,12,,,,Roger Voss
Italy,,,87,19,,,,
Argentina,,,87,11,,,,Michael Schachner
US,,,87,45,,,,
Italy,,,87,25,,,,
US,,,87,35,,,,
Italy,,,87,16,,,,
Italy,,,87,20,,,,
US,,,87,28,,,,
US,,,87,25,,,,Sean P. Sullivan
US,,,87,28,,,,Sean P. Sullivan
US,,,87,20,,,,Sean P. Sullivan
Italy,,,87,15,,,,
Italy,,,87,23,,,,
Italy,,,87,19,,,,
Australia,,,92,35,,,,Joe Czerwinski
US,,,92,75,,,,Virginie Boone
US,,,92,48,,,,Paul Gregutt
France,,,92,54,,,,Anne Krebiehl MW
France,,,92,34,,,,Anne Krebiehl MW
Australia,,,92,60,,,,Joe Czerwinski
US,,,92,48,,,,Virginie Boone
Spain,,,92,28,,,,Michael Schachner
Australia,,,92,125,,,,Joe Czerwinski
France,,,92,45,,,,Anne Krebiehl MW
France,,,92,36,,,,Anne Krebiehl MW
France,,,92,30,,,,Anne Krebiehl MW
US,,,92,37,,,,Matt Kettmann
US,,,92,25,,,,Virginie Boone
Portugal,,,92,30,,,,Roger Voss
US,,,92,60,,,,Virginie Boone
US,,,92,40,,,,Matt Kettmann
US,,,92,50,,,,Paul Gregutt
Portugal,,,92,23,,,,Roger Voss
Portugal,,,92,80,,,,Roger Voss
Germany,,,92,34,,,,Anna Lee C. Iijima
US,,,92,75,,,,Virginie Boone
Italy,,,92,24,,,,Kerin O’Keefe
France,,,92,39,,,,Anne Krebiehl MW
Australia,,,92,21,,,,Joe Czerwinski
US,,,92,35,,,,Matt Kettmann
France,,,92,43,,,,Anne Krebiehl MW
US,,,92,30,,,,Jim Gordon
US,,,92,70,,,,Paul Gregutt
South Africa,,,92,50,,,,Lauren Buzzeo
US,,,90,40,,,,Virginie Boone
US,,,90,45,,,,Sean P. Sullivan
US,,,90,80,,,,Virginie Boone
US,,,90,15,,,,Jim Gordon
Italy,,,90,65,,,,Kerin O’Keefe
US,,,90,65,,,,Virginie Boone
Italy,,,90,35,,,,Kerin O’Keefe
Italy,,,90,25,,,,Kerin O’Keefe
US,,,90,20,,,,Sean P. Sullivan
Spain,,,90,15,,,,Michael Schachner
US,,,90,26,,,,Anna Lee C. Iijima
US,,,90,30,,,,Sean P. Sullivan
US,,,90,13,,,,Sean P. Sullivan
US,,,90,45,,,,Virginie Boone
US,,,90,26,,,,Anna Lee C. Iijima
US,,,90,44,,,,Jim Gordon
US,,,90,38,,,,Virginie Boone
US,,,90,28,,,,Virginie Boone
US,,,90,32,,,,Sean P. Sullivan
Italy,,,90,50,,,,Kerin O’Keefe
Italy,,,90,35,,,,Kerin O’Keefe
US,,,90,35,,,,Sean P. Sullivan
Spain,,,90,25,,,,Michael Schachner
US,,,90,42,,,,Sean P. Sullivan
Italy,,,90,45,,,,Kerin O’Keefe
Italy,,,90,70,,,,Kerin O’Keefe
US,,,90,30,,,,Sean P. Sullivan
US,,,90,75,,,,Virginie Boone
Italy,,,90,53,,,,Kerin O’Keefe
US,,,90,29,,,,Matt Kettmann
US,,,91,90,,,,Sean P. Sullivan
US,,,91,35,,,,Matt Kettmann
Austria,,,91,35,,,,Anne Krebiehl MW
US,,,91,50,,,,Jim Gordon
Italy,,,91,35,,,,Kerin O’Keefe
US,,,91,65,,,,Virginie Boone
South Africa,,,91,50,,,,Lauren Buzzeo
Italy,,,91,43,,,,Kerin O’Keefe
New Zealand,,,91,28,,,,Joe Czerwinski
Austria,,,91,,,,,Anne Krebiehl MW
US,,,91,20,,,,Sean P. Sullivan
South Africa,,,91,40,,,,Lauren Buzzeo
Argentina,,,91,30,,,,Michael Schachner
France,,,91,65,,,,Roger Voss
France,,,91,17,,,,Roger Voss
France,,,91,,,,,Roger Voss
France,,,91,20,,,,Roger Voss
New Zealand,,,91,28,,,,Joe Czerwinski
France,,,91,20,,,,Roger Voss
France,,,91,20,,,,Roger Voss
France,,,91,25,,,,Roger Voss
US,,,91,38,,,,Virginie Boone
New Zealand,,,91,120,,,,Joe Czerwinski
US,,,91,23,,,,Virginie Boone
US,,,91,48,,,,Virginie Boone
US,,,91,32,,,,Virginie Boone
New Zealand,,,91,50,,,,Joe Czerwinski
Argentina,,,91,28,,,,Michael Schachner
New Zealand,,,91,30,,,,Joe Czerwinski
France,,,91,25,,,,Roger Voss
Portugal,,,85,8,,,,Roger Voss
France,,,85,15,,,,Roger Voss
Portugal,,,85,22,,,,Roger Voss
Argentina,,,85,14,,,,Michael Schachner
Argentina,,,85,25,,,,Michael Schachner
Portugal,,,85,8,,,,Roger Voss
